2.216732e+003,1.056133e+001
2.216748e+003,1.052699e+001
2.216762e+003,1.048438e+001
2.216778e+003,1.043310e+001
2.216793e+003,1.037633e+001
2.216808e+003,1.032091e+001
2.216823e+003,1.027577e+001
2.216838e+003,1.024927e+001
2.216853e+003,1.024648e+001
2.216868e+003,1.026756e+001
2.216883e+003,1.030792e+001
2.216898e+003,1.036006e+001
2.216913e+003,1.041617e+001
2.216928e+003,1.047025e+001
2.216943e+003,1.051908e+001
2.216958e+003,1.056163e+001
2.216973e+003,1.059774e+001
2.216989e+003,1.062691e+001
2.217004e+003,1.064808e+001
2.217019e+003,1.066040e+001
2.217034e+003,1.066458e+001
2.217049e+003,1.066362e+001
2.217064e+003,1.066251e+001
2.217079e+003,1.066648e+001
2.217094e+003,1.067879e+001
2.217109e+003,1.069914e+001
2.217124e+003,1.072354e+001
2.217139e+003,1.074589e+001
2.217154e+003,1.076069e+001
2.217169e+003,1.076549e+001
2.217184e+003,1.076184e+001
2.217199e+003,1.075447e+001
2.217215e+003,1.074883e+001
2.217229e+003,1.074853e+001
2.217245e+003,1.075379e+001
2.217260e+003,1.076165e+001
2.217275e+003,1.076785e+001
2.217290e+003,1.076923e+001
2.217305e+003,1.076539e+001
2.217320e+003,1.075872e+001
2.217335e+003,1.075289e+001
2.217350e+003,1.075063e+001
2.217365e+003,1.075211e+001
2.217380e+003,1.075480e+001
2.217395e+003,1.075493e+001
2.217410e+003,1.074966e+001
2.217426e+003,1.073881e+001
2.217440e+003,1.072508e+001
2.217456e+003,1.071257e+001
2.217471e+003,1.070446e+001
2.217486e+003,1.070108e+001
2.217501e+003,1.069948e+001
2.217516e+003,1.069492e+001
2.217531e+003,1.068344e+001
2.217546e+003,1.066424e+001
2.217561e+003,1.064050e+001
2.217576e+003,1.061787e+001
2.217591e+003,1.060157e+001
2.217606e+003,1.059320e+001
2.217621e+003,1.058910e+001
2.217636e+003,1.058128e+001
2.217651e+003,1.056070e+001
2.217667e+003,1.052155e+001
2.217682e+003,1.046462e+001
2.217697e+003,1.039823e+001
2.217712e+003,1.033609e+001
2.217727e+003,1.029289e+001
2.217742e+003,1.027945e+001
2.217757e+003,1.029923e+001
2.217772e+003,1.034752e+001
2.217787e+003,1.041348e+001
2.217802e+003,1.048396e+001
2.217817e+003,1.054756e+001
2.217832e+003,1.059739e+001
2.217847e+003,1.063178e+001
2.217862e+003,1.065316e+001
2.217877e+003,1.066589e+001
2.217893e+003,1.067408e+001
2.217908e+003,1.068040e+001
2.217923e+003,1.068586e+001
2.217938e+003,1.069042e+001
2.217953e+003,1.069380e+001
2.217968e+003,1.069604e+001
2.217983e+003,1.069752e+001
2.217998e+003,1.069871e+001
2.218013e+003,1.069983e+001
2.218028e+003,1.070085e+001
2.218043e+003,1.070167e+001
2.218058e+003,1.070248e+001
2.218073e+003,1.070400e+001
2.218088e+003,1.070730e+001
2.218104e+003,1.071338e+001
2.218118e+003,1.072250e+001
2.218134e+003,1.073374e+001
2.218149e+003,1.074496e+001
2.218164e+003,1.075319e+001
2.218179e+003,1.075547e+001
2.218194e+003,1.074977e+001
2.218209e+003,1.073565e+001
2.218224e+003,1.071458e+001
2.218239e+003,1.068970e+001
2.218254e+003,1.066514e+001
2.218269e+003,1.064507e+001
2.218284e+003,1.063271e+001
2.218299e+003,1.062955e+001
2.218314e+003,1.063494e+001
2.218329e+003,1.064620e+001
2.218344e+003,1.065920e+001
2.218360e+003,1.066934e+001
2.218375e+003,1.067261e+001
2.218390e+003,1.066649e+001
2.218405e+003,1.065037e+001
2.218420e+003,1.062551e+001
2.218435e+003,1.059429e+001
2.218450e+003,1.055939e+001
2.218465e+003,1.052285e+001
2.218480e+003,1.048570e+001
2.218495e+003,1.044801e+001
2.218510e+003,1.040949e+001
2.218525e+003,1.037031e+001
2.218540e+003,1.033180e+001
2.218555e+003,1.029666e+001
2.218571e+003,1.026865e+001
2.218586e+003,1.025169e+001
2.218601e+003,1.024883e+001
2.218616e+003,1.026131e+001
2.218631e+003,1.028813e+001
2.218646e+003,1.032620e+001
2.218661e+003,1.037113e+001
2.218676e+003,1.041821e+001
2.218691e+003,1.046345e+001
2.218706e+003,1.050424e+001
2.218721e+003,1.053957e+001
2.218736e+003,1.056970e+001
2.218751e+003,1.059564e+001
2.218766e+003,1.061844e+001
2.218781e+003,1.063879e+001
2.218797e+003,1.065686e+001
2.218812e+003,1.067238e+001
2.218827e+003,1.068496e+001
2.218842e+003,1.069434e+001
2.218857e+003,1.070057e+001
2.218872e+003,1.070388e+001
2.218887e+003,1.070459e+001
2.218902e+003,1.070292e+001
2.218917e+003,1.069897e+001
2.218932e+003,1.069283e+001
2.218947e+003,1.068486e+001
2.218962e+003,1.067590e+001
2.218977e+003,1.066731e+001
2.218992e+003,1.066078e+001
2.219008e+003,1.065790e+001
2.219022e+003,1.065973e+001
2.219038e+003,1.066636e+001
2.219053e+003,1.067682e+001
2.219068e+003,1.068937e+001
2.219083e+003,1.070193e+001
2.219098e+003,1.071268e+001
2.219113e+003,1.072059e+001
2.219128e+003,1.072560e+001
2.219143e+003,1.072852e+001
2.219158e+003,1.073067e+001
2.219173e+003,1.073332e+001
2.219188e+003,1.073717e+001
2.219203e+003,1.074209e+001
2.219218e+003,1.074695e+001
2.219233e+003,1.074996e+001
2.219249e+003,1.074907e+001
2.219264e+003,1.074259e+001
